"user_id","customer_segment","customer_perk"
"526372","Bronze","No cancellation fees"
"541878","Bronze","No cancellation fees"
"567114","Casual web searcher","No perks"
"526495","Bronze","No cancellation fees"
"564606","Platinum","1 night free hotel with flight"
"488918","Platinum","1 night free hotel with flight"
"608820","Platinum","1 night free hotel with flight"
"514623","Bronze","No cancellation fees"
"651193","Silver","Free checked bag"
"559176","Blue","Exclusive discounts"
"571200","Gold","Free hotel meal"
"542760","Silver","Free checked bag"
"465731","Gold","Free hotel meal"
"547037","Silver","Free checked bag"
"536099","Silver","Free checked bag"
"543976","Gold","Free hotel meal"
"537123","Silver","Free checked bag"
"587313","Gold","Free hotel meal"
"527141","Silver","Free checked bag"
"603033","Blue","Exclusive discounts"
"532387","Gold","Free hotel meal"
"585915","Bronze","No cancellation fees"
"537066","Silver","Free checked bag"
"513138","Casual web searcher","No perks"
"550514","Silver","Free checked bag"
"478188","Silver","Free checked bag"
"647804","Gold","Free hotel meal"
"504610","Blue","Exclusive discounts"
"581527","Silver","Free checked bag"
"576922","Casual web searcher","No perks"
"645939","Silver","Free checked bag"
"520170","Bronze","No cancellation fees"
"534564","Blue","Exclusive discounts"
"533846","Silver","Free checked bag"
"523913","Silver","Free checked bag"
"415581","Silver","Free checked bag"
"567558","Blue","Exclusive discounts"
"530833","Bronze","No cancellation fees"
"538331","Platinum","1 night free hotel with flight"
"652527","Blue","Exclusive discounts"
"519848","Silver","Free checked bag"
"602433","Gold","Free hotel meal"
"503342","Silver","Free checked bag"
"518526","Platinum","1 night free hotel with flight"
"551430","Bronze","No cancellation fees"
"536843","Gold","Free hotel meal"
"563592","Platinum","1 night free hotel with flight"
"501344","Blue","Exclusive discounts"
"621811","Bronze","No cancellation fees"
"604617","Bronze","No cancellation fees"
"569779","Blue","Exclusive discounts"
"588560","Casual web searcher","No perks"
"510961","Gold","Free hotel meal"
"570076","Bronze","No cancellation fees"
"630097","Silver","Free checked bag"
"521921","Bronze","No cancellation fees"
"252835","Silver","Free checked bag"
"555299","Bronze","No cancellation fees"
"570436","Blue","Exclusive discounts"
"510686","Platinum","1 night free hotel with flight"
"533411","Silver","Free checked bag"
"547512","Gold","Free hotel meal"
"508144","Silver","Free checked bag"
"533527","Silver","Free checked bag"
"411179","Silver","Free checked bag"
"541700","Bronze","No cancellation fees"
"535791","Blue","Exclusive discounts"
"549389","Blue","Exclusive discounts"
"554289","Blue","Exclusive discounts"
"702595","Gold","Free hotel meal"
"517150","Platinum","1 night free hotel with flight"
"524668","Silver","Free checked bag"
"533895","Blue","Exclusive discounts"
"520182","Silver","Free checked bag"
"584787","Gold","Free hotel meal"
"512283","Silver","Free checked bag"
"330893","Gold","Free hotel meal"
"644639","Casual web searcher","No perks"
"516590","Bronze","No cancellation fees"
"551560","Bronze","No cancellation fees"
"524365","Gold","Free hotel meal"
"527150","Gold","Free hotel meal"
"513237","Blue","Exclusive discounts"
"529513","Silver","Free checked bag"
"449033","Silver","Free checked bag"
"562283","Blue","Exclusive discounts"
"560125","Gold","Free hotel meal"
"550904","Bronze","No cancellation fees"
"516744","Blue","Exclusive discounts"
"641102","Silver","Free checked bag"
"542451","Bronze","No cancellation fees"
"618642","Blue","Exclusive discounts"
"530039","Platinum","1 night free hotel with flight"
"569335","Blue","Exclusive discounts"
"538714","Silver","Free checked bag"
"545745","Blue","Exclusive discounts"
"581577","Bronze","No cancellation fees"
"519695","Gold","Free hotel meal"
"363535","Blue","Exclusive discounts"
"525684","Platinum","1 night free hotel with flight"
"510316","Blue","Exclusive discounts"
"566174","Gold","Free hotel meal"
"577046","Bronze","No cancellation fees"
"566762","Gold","Free hotel meal"
"498857","Silver","Free checked bag"
"605311","Bronze","No cancellation fees"
"206011","Gold","Free hotel meal"
"533129","Gold","Free hotel meal"
"422668","Casual web searcher","No perks"
"583342","Blue","Exclusive discounts"
"492287","Gold","Free hotel meal"
"504133","Platinum","1 night free hotel with flight"
"578607","Gold","Free hotel meal"
"500791","Blue","Exclusive discounts"
"544406","Silver","Free checked bag"
"120851","Bronze","No cancellation fees"
"547568","Silver","Free checked bag"
"652737","Bronze","No cancellation fees"
"563507","Silver","Free checked bag"
"542194","Silver","Free checked bag"
"553151","Gold","Free hotel meal"
"522112","Bronze","No cancellation fees"
"563342","Bronze","No cancellation fees"
"543165","Silver","Free checked bag"
"504945","Gold","Free hotel meal"
"552487","Blue","Exclusive discounts"
"522761","Bronze","No cancellation fees"
"501947","Gold","Free hotel meal"
"521607","Silver","Free checked bag"
"548120","Blue","Exclusive discounts"
"588013","Bronze","No cancellation fees"
"264470","Bronze","No cancellation fees"
"540572","Platinum","1 night free hotel with flight"
"520097","Gold","Free hotel meal"
"580211","Silver","Free checked bag"
"593536","Gold","Free hotel meal"
"556274","Bronze","No cancellation fees"
"595284","Silver","Free checked bag"
"633195","Blue","Exclusive discounts"
"515243","Silver","Free checked bag"
"390811","Silver","Free checked bag"
"518196","Blue","Exclusive discounts"
"519419","Bronze","No cancellation fees"
"553339","Gold","Free hotel meal"
"618157","Silver","Free checked bag"
"547483","Bronze","No cancellation fees"
"531625","Bronze","No cancellation fees"
"557569","Gold","Free hotel meal"
"532656","Blue","Exclusive discounts"
"570625","Bronze","No cancellation fees"
"514167","Silver","Free checked bag"
"561642","Gold","Free hotel meal"
"438596","Bronze","No cancellation fees"
"509115","Platinum","1 night free hotel with flight"
"562010","Silver","Free checked bag"
"512249","Casual web searcher","No perks"
"548961","Gold","Free hotel meal"
"659161","Silver","Free checked bag"
"562238","Casual web searcher","No perks"
"615674","Blue","Exclusive discounts"
"562362","Bronze","No cancellation fees"
"529428","Blue","Exclusive discounts"
"572744","Gold","Free hotel meal"
"539243","Silver","Free checked bag"
"662010","Platinum","1 night free hotel with flight"
"557762","Silver","Free checked bag"
"552345","Bronze","No cancellation fees"
"570692","Bronze","No cancellation fees"
"349132","Bronze","No cancellation fees"
"531373","Silver","Free checked bag"
"528688","Blue","Exclusive discounts"
"504299","Silver","Free checked bag"
"549611","Bronze","No cancellation fees"
"204943","Platinum","1 night free hotel with flight"
"585187","Blue","Exclusive discounts"
"619079","Silver","Free checked bag"
"637687","Bronze","No cancellation fees"
"501780","Casual web searcher","No perks"
"588820","Silver","Free checked bag"
"517545","Blue","Exclusive discounts"
"510094","Silver","Free checked bag"
"555257","Silver","Free checked bag"
"566008","Gold","Free hotel meal"
"679040","Bronze","No cancellation fees"
"535625","Silver","Free checked bag"
"522745","Bronze","No cancellation fees"
"498154","Blue","Exclusive discounts"
"297546","Platinum","1 night free hotel with flight"
"526203","Silver","Free checked bag"
"556268","Bronze","No cancellation fees"
"548256","Silver","Free checked bag"
"540260","Bronze","No cancellation fees"
"545290","Gold","Free hotel meal"
"552945","Silver","Free checked bag"
"547164","Bronze","No cancellation fees"
"429345","Blue","Exclusive discounts"
"516127","Casual web searcher","No perks"
"519541","Bronze","No cancellation fees"
"623142","Bronze","No cancellation fees"
"554299","Casual web searcher","No perks"
"514737","Silver","Free checked bag"
"522476","Silver","Free checked bag"
"483982","Bronze","No cancellation fees"
"528186","Gold","Free hotel meal"
"528839","Bronze","No cancellation fees"
"570601","Bronze","No cancellation fees"
"424553","Silver","Free checked bag"
"511314","Platinum","1 night free hotel with flight"
"599239","Blue","Exclusive discounts"
"537560","Silver","Free checked bag"
"382181","Gold","Free hotel meal"
"589405","Blue","Exclusive discounts"
"458919","Silver","Free checked bag"
"489131","Casual web searcher","No perks"
"545629","Silver","Free checked bag"
"527801","Casual web searcher","No perks"
"437069","Platinum","1 night free hotel with flight"
"550105","Blue","Exclusive discounts"
"594188","Blue","Exclusive discounts"
"586829","Casual web searcher","No perks"
"530374","Bronze","No cancellation fees"
"533990","Platinum","1 night free hotel with flight"
"532381","Silver","Free checked bag"
"565573","Platinum","1 night free hotel with flight"
"530371","Gold","Free hotel meal"
"675594","Silver","Free checked bag"
"532721","Silver","Free checked bag"
"374340","Blue","Exclusive discounts"
"528826","Bronze","No cancellation fees"
"566815","Silver","Free checked bag"
"464239","Gold","Free hotel meal"
"647662","Silver","Free checked bag"
"550400","Bronze","No cancellation fees"
"535035","Platinum","1 night free hotel with flight"
"482548","Silver","Free checked bag"
"546395","Gold","Free hotel meal"
"400582","Gold","Free hotel meal"
"607931","Silver","Free checked bag"
"548990","Blue","Exclusive discounts"
"546881","Bronze","No cancellation fees"
"587753","Blue","Exclusive discounts"
"553533","Bronze","No cancellation fees"
"504665","Silver","Free checked bag"
"464855","Gold","Free hotel meal"
"620884","Silver","Free checked bag"
"641364","Gold","Free hotel meal"
"609393","Silver","Free checked bag"
"534661","Blue","Exclusive discounts"
"636524","Silver","Free checked bag"
"574680","Bronze","No cancellation fees"
"525716","Silver","Free checked bag"
"563148","Silver","Free checked bag"
"575561","Silver","Free checked bag"
"570930","Blue","Exclusive discounts"
"528657","Silver","Free checked bag"
"421700","Silver","Free checked bag"
"547664","Bronze","No cancellation fees"
"564306","Silver","Free checked bag"
"511568","Bronze","No cancellation fees"
"547663","Blue","Exclusive discounts"
"527401","Gold","Free hotel meal"
"564517","Silver","Free checked bag"
"495029","Silver","Free checked bag"
"458762","Gold","Free hotel meal"
"614793","Blue","Exclusive discounts"
"664084","Bronze","No cancellation fees"
"532748","Silver","Free checked bag"
"515694","Silver","Free checked bag"
"526867","Silver","Free checked bag"
"606333","Gold","Free hotel meal"
"518334","Bronze","No cancellation fees"
"542316","Blue","Exclusive discounts"
"469824","Silver","Free checked bag"
"611031","Casual web searcher","No perks"
"510570","Gold","Free hotel meal"
"592886","Bronze","No cancellation fees"
"530223","Silver","Free checked bag"
"577617","Silver","Free checked bag"
"554450","Casual web searcher","No perks"
"536058","Bronze","No cancellation fees"
"570279","Blue","Exclusive discounts"
"570224","Bronze","No cancellation fees"
"536241","Bronze","No cancellation fees"
"522438","Bronze","No cancellation fees"
"519774","Silver","Free checked bag"
"646197","Casual web searcher","No perks"
"655300","Bronze","No cancellation fees"
"511578","Platinum","1 night free hotel with flight"
"619971","Blue","Exclusive discounts"
"602953","Platinum","1 night free hotel with flight"
"651744","Silver","Free checked bag"
"519191","Blue","Exclusive discounts"
"577074","Silver","Free checked bag"
"510365","Platinum","1 night free hotel with flight"
"518348","Bronze","No cancellation fees"
"514132","Silver","Free checked bag"
"626329","Blue","Exclusive discounts"
"514675","Bronze","No cancellation fees"
"640689","Gold","Free hotel meal"
"594601","Bronze","No cancellation fees"
"583612","Platinum","1 night free hotel with flight"
"377069","Blue","Exclusive discounts"
"518567","Bronze","No cancellation fees"
"106907","Gold","Free hotel meal"
"563787","Silver","Free checked bag"
"605558","Gold","Free hotel meal"
"581110","Casual web searcher","No perks"
"540138","Blue","Exclusive discounts"
"517397","Silver","Free checked bag"
"359080","Silver","Free checked bag"
"460553","Silver","Free checked bag"
"597954","Silver","Free checked bag"
"537289","Silver","Free checked bag"
"548434","Platinum","1 night free hotel with flight"
"540444","Platinum","1 night free hotel with flight"
"448154","Blue","Exclusive discounts"
"524628","Silver","Free checked bag"
"502626","Bronze","No cancellation fees"
"521335","Gold","Free hotel meal"
"554175","Silver","Free checked bag"
"528816","Platinum","1 night free hotel with flight"
"549058","Gold","Free hotel meal"
"565348","Blue","Exclusive discounts"
"529502","Silver","Free checked bag"
"519091","Gold","Free hotel meal"
"542752","Silver","Free checked bag"
"673874","Blue","Exclusive discounts"
"611087","Bronze","No cancellation fees"
"573420","Platinum","1 night free hotel with flight"
"516053","Silver","Free checked bag"
"518954","Gold","Free hotel meal"
"477285","Bronze","No cancellation fees"
"490576","Blue","Exclusive discounts"
"563773","Gold","Free hotel meal"
"500299","Blue","Exclusive discounts"
"524328","Bronze","No cancellation fees"
"413658","Silver","Free checked bag"
"468409","Gold","Free hotel meal"
"528929","Bronze","No cancellation fees"
"544818","Blue","Exclusive discounts"
"515666","Silver","Free checked bag"
"598692","Blue","Exclusive discounts"
"558489","Silver","Free checked bag"
"539010","Silver","Free checked bag"
"595183","Blue","Exclusive discounts"
"644870","Silver","Free checked bag"
"516251","Silver","Free checked bag"
"471687","Silver","Free checked bag"
"523559","Gold","Free hotel meal"
"532705","Blue","Exclusive discounts"
"441448","Bronze","No cancellation fees"
"559407","Bronze","No cancellation fees"
"592118","Casual web searcher","No perks"
"516144","Silver","Free checked bag"
"556138","Silver","Free checked bag"
"570961","Platinum","1 night free hotel with flight"
"619109","Bronze","No cancellation fees"
"486046","Blue","Exclusive discounts"
"618266","Bronze","No cancellation fees"
"511331","Silver","Free checked bag"
"532119","Platinum","1 night free hotel with flight"
"348863","Casual web searcher","No perks"
"519957","Bronze","No cancellation fees"
"508625","Platinum","1 night free hotel with flight"
"481554","Platinum","1 night free hotel with flight"
"557986","Bronze","No cancellation fees"
"442718","Silver","Free checked bag"
"522898","Gold","Free hotel meal"
"517105","Silver","Free checked bag"
"509645","Silver","Free checked bag"
"518722","Gold","Free hotel meal"
"517403","Silver","Free checked bag"
"671151","Silver","Free checked bag"
"511712","Bronze","No cancellation fees"
"542976","Silver","Free checked bag"
"530724","Silver","Free checked bag"
"618815","Blue","Exclusive discounts"
"350648","Bronze","No cancellation fees"
"530196","Silver","Free checked bag"
"512529","Casual web searcher","No perks"
"216796","Silver","Free checked bag"
"707402","Casual web searcher","No perks"
"511809","Blue","Exclusive discounts"
"605578","Blue","Exclusive discounts"
"535885","Gold","Free hotel meal"
"680735","Bronze","No cancellation fees"
"540652","Casual web searcher","No perks"
"571876","Platinum","1 night free hotel with flight"
"499969","Blue","Exclusive discounts"
"511328","Blue","Exclusive discounts"
"478834","Casual web searcher","No perks"
"586774","Bronze","No cancellation fees"
"521060","Platinum","1 night free hotel with flight"
"564842","Blue","Exclusive discounts"
"594146","Blue","Exclusive discounts"
"695011","Blue","Exclusive discounts"
"616789","Bronze","No cancellation fees"
"524151","Gold","Free hotel meal"
"523209","Gold","Free hotel meal"
"560529","Blue","Exclusive discounts"
"541041","Blue","Exclusive discounts"
"542036","Blue","Exclusive discounts"
"517633","Silver","Free checked bag"
"562587","Blue","Exclusive discounts"
"518922","Blue","Exclusive discounts"
"566881","Silver","Free checked bag"
"561353","Gold","Free hotel meal"
"587234","Platinum","1 night free hotel with flight"
"542208","Platinum","1 night free hotel with flight"
"557508","Silver","Free checked bag"
"491617","Platinum","1 night free hotel with flight"
"522001","Casual web searcher","No perks"
"531361","Bronze","No cancellation fees"
"577682","Bronze","No cancellation fees"
"532843","Silver","Free checked bag"
"530906","Bronze","No cancellation fees"
"633314","Blue","Exclusive discounts"
"560245","Silver","Free checked bag"
"600690","Platinum","1 night free hotel with flight"
"518443","Bronze","No cancellation fees"
"595897","Blue","Exclusive discounts"
"560929","Bronze","No cancellation fees"
"522420","Bronze","No cancellation fees"
"628653","Gold","Free hotel meal"
"618308","Bronze","No cancellation fees"
"541921","Blue","Exclusive discounts"
"523517","Blue","Exclusive discounts"
"512362","Silver","Free checked bag"
"448025","Bronze","No cancellation fees"
"520804","Gold","Free hotel meal"
"354050","Platinum","1 night free hotel with flight"
"573518","Bronze","No cancellation fees"
"491597","Bronze","No cancellation fees"
"459229","Platinum","1 night free hotel with flight"
"556347","Silver","Free checked bag"
"588797","Platinum","1 night free hotel with flight"
"570600","Gold","Free hotel meal"
"522005","Gold","Free hotel meal"
"525975","Silver","Free checked bag"
"377411","Blue","Exclusive discounts"
"553904","Gold","Free hotel meal"
"525789","Gold","Free hotel meal"
"504579","Casual web searcher","No perks"
"583483","Blue","Exclusive discounts"
"550459","Silver","Free checked bag"
"545577","Gold","Free hotel meal"
"507805","Platinum","1 night free hotel with flight"
"523442","Gold","Free hotel meal"
"518191","Silver","Free checked bag"
"587698","Blue","Exclusive discounts"
"531158","Silver","Free checked bag"
