"user_id","customer_segment","customer_perk","gender","age_group","traveller_type","num_trips","avg_checked_bags","booking_behaviour","flight_spend_category","hotel_spend_category","travel_frequency","discounted_flight_booking_ratio","discounted_hotel_booking_ratio"
"298253","Silver","Free checked bag","F","Mid","Only flight booking","1","2.0000000000000000","Last-minute","Mid","Low","Low","0.00000000000000000000",""
"299476","Bronze","No cancellation fees","F","Mid","Solo","1","0.00000000000000000000","Medium-term","Lower Mid","Lower Mid","Low","0.00000000000000000000","0.00000000000000000000"
"306165","Casual web searcher","No perks","F","Young","No traveller","0","0","Last-minute","Low","Low","Low","",""
"306819","Blue","Exclusive discounts","F","Senior","Solo","2","0.50000000000000000000","Last-minute","Lower Mid","Mid","Low","0.00000000000000000000","0.00000000000000000000"
"312488","Casual web searcher","No perks","M","Mid","No traveller","0","0","Last-minute","Low","Low","Low","",""
"313724","Platinum","1 night free hotel with flight","F","Senior","Couple","5","0.75000000000000000000","Last-minute","Upper Mid","Upper Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"316527","Platinum","1 night free hotel with flight","F","Mid","Family","4","0.25000000000000000000","Medium-term","Upper Mid","High","Medium","0.00000000000000000000","0.25000000000000000000"
"317688","Silver","Free checked bag","F","Mid","Solo","4","0.50000000000000000000","Medium-term","Mid","Mid","Medium","0.00000000000000000000","0.25000000000000000000"
"322867","Blue","Exclusive discounts","F","Mid","Solo","1","1.00000000000000000000","Last-minute","Lower Mid","Mid","Low","0.00000000000000000000","0.00000000000000000000"
"324191","Bronze","No cancellation fees","F","Mid","Couple","2","0.50000000000000000000","Medium-term","Lower Mid","Mid","Low","0.00000000000000000000","0.00000000000000000000"
"328590","Platinum","1 night free hotel with flight","F","Senior","Couple","3","0.33333333333333333333","Medium-term","High","Upper Mid","Medium","0.00000000000000000000","0.50000000000000000000"
"330764","Silver","Free checked bag","F","Mid","Couple","3","1.00000000000000000000","Medium-term","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"330893","Gold","Free hotel meal","F","Mid","Solo","3","0.66666666666666666667","Last-minute","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"331039","Gold","Free hotel meal","F","Mid","Family","1","3.0000000000000000","Long-term","High","Upper Mid","Low","0.00000000000000000000","1.00000000000000000000"
"334787","Gold","Free hotel meal","F","Senior","Solo","3","0.66666666666666666667","Last-minute","Mid","Mid","Medium","0.33333333333333333333","0.00000000000000000000"
"337227","Casual web searcher","No perks","F","Mid","No traveller","0","0","Last-minute","Low","Low","Low","",""
"338086","Blue","Exclusive discounts","F","Mid","Solo","1","0.00000000000000000000","Last-minute","Mid","Lower Mid","Low","0.00000000000000000000","0.00000000000000000000"
"340166","Blue","Exclusive discounts","M","Senior","Only hotel booking","1","0","Last-minute","Low","Lower Mid","Low","","0.00000000000000000000"
"343928","Bronze","No cancellation fees","F","Senior","Couple","2","0.50000000000000000000","Long-term","High","Lower Mid","Low","0.50000000000000000000","0.00000000000000000000"
"347778","Platinum","1 night free hotel with flight","F","Mid","Couple","5","1.00000000000000000000","Last-minute","High","High","Medium","0.00000000000000000000","0.00000000000000000000"
"348817","Gold","Free hotel meal","F","Young","Solo","4","0.66666666666666666667","Last-minute","Mid","Upper Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"348863","Casual web searcher","No perks","F","Senior","No traveller","0","0","Last-minute","Low","Low","Low","",""
"349132","Bronze","No cancellation fees","F","Mid","Couple","3","0.50000000000000000000","Last-minute","Mid","Upper Mid","Medium","0.00000000000000000000","0.33333333333333333333"
"350648","Bronze","No cancellation fees","F","Young","Solo","1","0.00000000000000000000","Medium-term","Lower Mid","Mid","Low","0.00000000000000000000","0.00000000000000000000"
"353271","Blue","Exclusive discounts","F","Young","Family","1","0.00000000000000000000","Last-minute","Mid","Lower Mid","Low","0.00000000000000000000","0.00000000000000000000"
"353694","Bronze","No cancellation fees","F","Mid","Solo","2","0.50000000000000000000","Medium-term","Mid","Mid","Low","0.00000000000000000000","0.00000000000000000000"
"354050","Platinum","1 night free hotel with flight","F","Mid","Couple","5","0.20000000000000000000","Medium-term","Upper Mid","Upper Mid","Medium","0.20000000000000000000","0.20000000000000000000"
"354260","Bronze","No cancellation fees","F","Mid","Solo","2","1.00000000000000000000","Medium-term","Mid","Mid","Low","0.00000000000000000000","0.00000000000000000000"
"354311","Bronze","No cancellation fees","F","Mid","Solo","2","0.50000000000000000000","Medium-term","Mid","Lower Mid","Low","0.00000000000000000000","0.00000000000000000000"
"354950","Blue","Exclusive discounts","M","Senior","Solo","1","1.00000000000000000000","Last-minute","Mid","Mid","Low","0.00000000000000000000","0.00000000000000000000"
"356046","Bronze","No cancellation fees","F","Mid","Couple","2","0.00000000000000000000","Medium-term","Mid","Mid","Low","0.00000000000000000000","0.00000000000000000000"
"357737","Gold","Free hotel meal","F","Mid","Solo","5","0.25000000000000000000","Last-minute","Upper Mid","Mid","Medium","0.00000000000000000000","0.40000000000000000000"
"359072","Silver","Free checked bag","F","Senior","Solo","3","0.33333333333333333333","Medium-term","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"359080","Silver","Free checked bag","F","Mid","Couple","4","1.00000000000000000000","Long-term","High","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"359653","Blue","Exclusive discounts","M","Senior","Solo","2","1.00000000000000000000","Last-minute","Mid","Mid","Low","0.00000000000000000000","0.50000000000000000000"
"361459","Blue","Exclusive discounts","F","Mid","Solo","1","1.00000000000000000000","Last-minute","Mid","Lower Mid","Low","0.00000000000000000000","0.00000000000000000000"
"361759","Silver","Free checked bag","F","Senior","Solo","3","0.66666666666666666667","Medium-term","Mid","Lower Mid","Medium","0.00000000000000000000","0.50000000000000000000"
"363535","Blue","Exclusive discounts","F","Mid","Solo","2","0.50000000000000000000","Last-minute","Mid","Mid","Low","0.00000000000000000000","0.00000000000000000000"
"365825","Blue","Exclusive discounts","F","Mid","Solo","2","1.00000000000000000000","Last-minute","Lower Mid","Upper Mid","Low","0.00000000000000000000","0.00000000000000000000"
"371201","Silver","Free checked bag","M","Young","Only flight booking","1","3.0000000000000000","Medium-term","Lower Mid","Low","Low","0.00000000000000000000",""
"372970","Blue","Exclusive discounts","F","Mid","Solo","1","0.00000000000000000000","Last-minute","Mid","Lower Mid","Low","0.00000000000000000000","0.00000000000000000000"
"373489","Silver","Free checked bag","F","Mid","Family","1","3.0000000000000000","Long-term","High","Mid","Low","1.00000000000000000000","0.00000000000000000000"
"374331","Blue","Exclusive discounts","M","Mid","Solo","2","1.00000000000000000000","Last-minute","Lower Mid","High","Low","0.00000000000000000000","0.00000000000000000000"
"374340","Blue","Exclusive discounts","F","Mid","Only flight booking","1","1.00000000000000000000","Long-term","High","Low","Low","0.00000000000000000000",""
"374341","Gold","Free hotel meal","F","Young","Only hotel booking","3","0","Last-minute","Low","High","Medium","","0.00000000000000000000"
"375160","Casual web searcher","No perks","F","Young","No traveller","0","0","Last-minute","Low","Low","Low","",""
"375729","Gold","Free hotel meal","F","Senior","Solo","3","0.33333333333333333333","Last-minute","Mid","Mid","Medium","0.66666666666666666667","0.00000000000000000000"
"375751","Silver","Free checked bag","F","Senior","Solo","3","0.33333333333333333333","Medium-term","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"376159","Bronze","No cancellation fees","F","Mid","Solo","2","1.00000000000000000000","Medium-term","Mid","Mid","Low","0.00000000000000000000","0.00000000000000000000"
"377069","Blue","Exclusive discounts","F","Senior","Only flight booking","1","1.00000000000000000000","Long-term","Upper Mid","Low","Low","0.00000000000000000000",""
"377411","Blue","Exclusive discounts","F","Mid","Couple","2","0.00000000000000000000","Last-minute","Upper Mid","Mid","Low","0.50000000000000000000","0.00000000000000000000"
"378565","Gold","Free hotel meal","F","Mid","Solo","5","0.50000000000000000000","Last-minute","Mid","High","Medium","0.50000000000000000000","0.00000000000000000000"
"379543","Gold","Free hotel meal","F","Senior","Solo","3","0.33333333333333333333","Last-minute","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"380434","Silver","Free checked bag","F","Mid","Solo","3","0.33333333333333333333","Medium-term","Mid","Mid","Medium","0.33333333333333333333","0.00000000000000000000"
"380436","Bronze","No cancellation fees","F","Mid","Solo","1","1.00000000000000000000","Medium-term","Lower Mid","Mid","Low","0.00000000000000000000","1.00000000000000000000"
"380757","Silver","Free checked bag","F","Mid","Solo","3","0.33333333333333333333","Medium-term","Lower Mid","Mid","Medium","0.00000000000000000000","0.33333333333333333333"
"380874","Silver","Free checked bag","F","Senior","Solo","3","0.66666666666666666667","Medium-term","Mid","Mid","Medium","0.00000000000000000000","1.00000000000000000000"
"380949","Gold","Free hotel meal","F","Mid","Solo","5","0.20000000000000000000","Last-minute","Upper Mid","Mid","Medium","0.00000000000000000000","0.25000000000000000000"
"381259","Blue","Exclusive discounts","F","Young","Solo","1","1.00000000000000000000","Last-minute","Mid","Lower Mid","Low","0.00000000000000000000","0.00000000000000000000"
"381465","Gold","Free hotel meal","F","Mid","Solo","4","0.00000000000000000000","Last-minute","Lower Mid","Upper Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"382181","Gold","Free hotel meal","F","Mid","Solo","3","0.66666666666666666667","Last-minute","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"382384","Bronze","No cancellation fees","F","Senior","Solo","1","1.00000000000000000000","Medium-term","Lower Mid","Lower Mid","Low","0.00000000000000000000","0.00000000000000000000"
"382533","Casual web searcher","No perks","F","Young","No traveller","0","0","Last-minute","Low","Low","Low","",""
"385689","Platinum","1 night free hotel with flight","F","Mid","Family","4","0.33333333333333333333","Medium-term","Upper Mid","Upper Mid","Medium","0.33333333333333333333","0.00000000000000000000"
"386255","Blue","Exclusive discounts","F","Mid","Only hotel booking","1","0","Last-minute","Low","Mid","Low","","0.00000000000000000000"
"386469","Casual web searcher","No perks","F","Young","No traveller","0","0","Last-minute","Low","Low","Low","",""
"386914","Silver","Free checked bag","F","Mid","Family","2","2.5000000000000000","Long-term","High","Mid","Low","0.00000000000000000000","1.00000000000000000000"
"387282","Blue","Exclusive discounts","F","Mid","Only hotel booking","1","0","Last-minute","Low","Upper Mid","Low","","1.00000000000000000000"
"387783","Blue","Exclusive discounts","M","Senior","Only hotel booking","2","0","Last-minute","Low","Upper Mid","Low","","0.00000000000000000000"
"388328","Gold","Free hotel meal","F","Senior","Solo","5","1.00000000000000000000","Last-minute","Mid","High","Medium","0.00000000000000000000","0.20000000000000000000"
"388767","Blue","Exclusive discounts","F","Mid","Solo","1","1.00000000000000000000","Last-minute","Mid","Mid","Low","0.00000000000000000000","0.00000000000000000000"
"388947","Bronze","No cancellation fees","M","Mid","Solo","2","0.50000000000000000000","Medium-term","Mid","Mid","Low","0.00000000000000000000","0.00000000000000000000"
"389434","Gold","Free hotel meal","F","Mid","Solo","5","0.40000000000000000000","Last-minute","Upper Mid","Mid","Medium","0.20000000000000000000","0.00000000000000000000"
"389662","Silver","Free checked bag","F","Mid","Solo","3","1.00000000000000000000","Medium-term","Mid","Mid","Medium","0.50000000000000000000","0.00000000000000000000"
"389759","Platinum","1 night free hotel with flight","F","Mid","Family","3","0.33333333333333333333","Last-minute","High","Upper Mid","Medium","0.33333333333333333333","0.00000000000000000000"
"390811","Silver","Free checked bag","F","Mid","Solo","3","0.66666666666666666667","Medium-term","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"392453","Bronze","No cancellation fees","F","Senior","Solo","1","1.00000000000000000000","Medium-term","Mid","Mid","Low","1.00000000000000000000","0.00000000000000000000"
"395202","Blue","Exclusive discounts","F","Young","Only hotel booking","1","0","Last-minute","Low","Upper Mid","Low","","0.00000000000000000000"
"395981","Silver","Free checked bag","F","Senior","Couple","3","1.00000000000000000000","Medium-term","Upper Mid","Mid","Medium","0.33333333333333333333","0.00000000000000000000"
"396552","Silver","Free checked bag","F","Mid","Solo","4","0.50000000000000000000","Medium-term","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"399137","Gold","Free hotel meal","F","Senior","Solo","4","1.00000000000000000000","Last-minute","Mid","High","Medium","0.00000000000000000000","0.00000000000000000000"
"399218","Blue","Exclusive discounts","F","Mid","Solo","2","0.50000000000000000000","Last-minute","Mid","Lower Mid","Low","0.00000000000000000000","0.00000000000000000000"
"399799","Gold","Free hotel meal","F","Senior","Solo","4","0.50000000000000000000","Last-minute","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"400275","Bronze","No cancellation fees","F","Senior","Solo","2","0.50000000000000000000","Medium-term","Mid","Mid","Low","1.00000000000000000000","0.00000000000000000000"
"400582","Gold","Free hotel meal","F","Mid","Solo","4","0.00000000000000000000","Last-minute","Mid","Upper Mid","Medium","0.33333333333333333333","0.00000000000000000000"
"400899","Bronze","No cancellation fees","F","Mid","Couple","3","0.66666666666666666667","Last-minute","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"401245","Silver","Free checked bag","F","Young","Solo","3","0.00000000000000000000","Medium-term","Mid","Mid","Medium","0.33333333333333333333","0.00000000000000000000"
"402332","Bronze","No cancellation fees","F","Mid","Couple","2","0.00000000000000000000","Medium-term","Mid","Lower Mid","Low","0.50000000000000000000","1.00000000000000000000"
"402978","Gold","Free hotel meal","F","Senior","Solo","4","0.75000000000000000000","Last-minute","Mid","Mid","Medium","0.25000000000000000000","0.00000000000000000000"
"403881","Silver","Free checked bag","F","Mid","Couple","4","0.75000000000000000000","Medium-term","High","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"404879","Silver","Free checked bag","F","Mid","Couple","4","0.50000000000000000000","Medium-term","Mid","High","Medium","0.00000000000000000000","0.00000000000000000000"
"405305","Silver","Free checked bag","F","Mid","Solo","3","0.66666666666666666667","Medium-term","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"406210","Bronze","No cancellation fees","F","Young","Solo","2","0.50000000000000000000","Long-term","Mid","Mid","Low","0.00000000000000000000","0.00000000000000000000"
"407118","Platinum","1 night free hotel with flight","F","Senior","Couple","3","0.66666666666666666667","Long-term","Upper Mid","Upper Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"407250","Gold","Free hotel meal","F","Mid","Solo","3","0.00000000000000000000","Last-minute","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"407275","Gold","Free hotel meal","F","Mid","Solo","4","0.50000000000000000000","Last-minute","Mid","Upper Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"407434","Blue","Exclusive discounts","F","Senior","Only hotel booking","1","0","Last-minute","Low","Upper Mid","Low","","0.00000000000000000000"
"407642","Bronze","No cancellation fees","F","Young","Solo","2","0.00000000000000000000","Medium-term","Mid","Mid","Low","0.00000000000000000000","0.00000000000000000000"
"408551","Blue","Exclusive discounts","F","Mid","Solo","2","0.50000000000000000000","Last-minute","Mid","Mid","Low","0.00000000000000000000","0.00000000000000000000"
"409073","Gold","Free hotel meal","F","Mid","Solo","3","1.00000000000000000000","Last-minute","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"411179","Silver","Free checked bag","F","Senior","Solo","3","0.50000000000000000000","Medium-term","Mid","High","Medium","1.00000000000000000000","0.00000000000000000000"
"411701","Bronze","No cancellation fees","F","Mid","Solo","2","1.00000000000000000000","Medium-term","Mid","Lower Mid","Low","0.00000000000000000000","0.00000000000000000000"
"413128","Platinum","1 night free hotel with flight","F","Young","Couple","5","0.25000000000000000000","Last-minute","High","High","Medium","0.50000000000000000000","0.20000000000000000000"
"413340","Silver","Free checked bag","F","Mid","Solo","3","0.66666666666666666667","Medium-term","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"413418","Silver","Free checked bag","F","Senior","Couple","3","1.5000000000000000","Medium-term","Mid","Lower Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"413658","Silver","Free checked bag","F","Senior","Family","3","1.5000000000000000","Long-term","High","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"414128","Platinum","1 night free hotel with flight","F","Young","Couple","4","0.33333333333333333333","Medium-term","High","High","Medium","0.00000000000000000000","0.25000000000000000000"
"415282","Gold","Free hotel meal","F","Mid","Family","2","0.00000000000000000000","Medium-term","High","Upper Mid","Low","0.00000000000000000000","0.00000000000000000000"
"415381","Gold","Free hotel meal","F","Mid","Solo","3","1.00000000000000000000","Last-minute","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"415581","Silver","Free checked bag","F","Mid","Solo","3","0.66666666666666666667","Medium-term","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"416319","Bronze","No cancellation fees","F","Senior","Solo","1","1.00000000000000000000","Medium-term","Lower Mid","Lower Mid","Low","0.00000000000000000000","0.00000000000000000000"
"416580","Bronze","No cancellation fees","F","Mid","Couple","5","0.25000000000000000000","Last-minute","Upper Mid","Mid","Medium","0.00000000000000000000","0.25000000000000000000"
"417679","Silver","Free checked bag","F","Mid","Couple","5","0.40000000000000000000","Medium-term","Upper Mid","Mid","Medium","0.20000000000000000000","0.50000000000000000000"
"418329","Gold","Free hotel meal","M","Mid","Solo","3","0.66666666666666666667","Last-minute","Mid","Upper Mid","Medium","0.66666666666666666667","0.33333333333333333333"
"418488","Gold","Free hotel meal","F","Mid","Solo","4","0.50000000000000000000","Last-minute","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"418692","Platinum","1 night free hotel with flight","F","Mid","Couple","3","0.33333333333333333333","Long-term","High","Upper Mid","Medium","0.33333333333333333333","0.33333333333333333333"
"420648","Gold","Free hotel meal","F","Senior","Solo","3","0.00000000000000000000","Last-minute","Mid","Upper Mid","Medium","1.00000000000000000000","0.00000000000000000000"
"420669","Silver","Free checked bag","F","Senior","Solo","4","0.66666666666666666667","Medium-term","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"421247","Gold","Free hotel meal","F","Mid","Solo","4","0.50000000000000000000","Last-minute","Mid","Mid","Medium","0.00000000000000000000","0.50000000000000000000"
"421515","Blue","Exclusive discounts","F","Mid","Solo","2","0.50000000000000000000","Last-minute","Mid","Lower Mid","Low","0.00000000000000000000","0.50000000000000000000"
"421666","Bronze","No cancellation fees","F","Young","Solo","2","1.00000000000000000000","Medium-term","Mid","Lower Mid","Low","0.00000000000000000000","0.00000000000000000000"
"421700","Silver","Free checked bag","F","Mid","Family","3","0.00000000000000000000","Medium-term","Mid","Upper Mid","Medium","0.33333333333333333333","0.33333333333333333333"
"421870","Silver","Free checked bag","M","Young","Family","3","2.6666666666666667","Long-term","High","Mid","Medium","0.66666666666666666667","0.00000000000000000000"
"422066","Platinum","1 night free hotel with flight","F","Senior","Family","4","1.2500000000000000","Medium-term","Upper Mid","Upper Mid","Medium","0.25000000000000000000","0.00000000000000000000"
"422668","Casual web searcher","No perks","F","Young","No traveller","0","0","Last-minute","Low","Low","Low","",""
"423042","Gold","Free hotel meal","F","Mid","Solo","6","0.50000000000000000000","Last-minute","Mid","Mid","Medium","0.00000000000000000000","0.20000000000000000000"
"423413","Blue","Exclusive discounts","F","Young","Only hotel booking","1","0","Last-minute","Low","High","Low","","0.00000000000000000000"
"424553","Silver","Free checked bag","F","Mid","Solo","3","1.00000000000000000000","Medium-term","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"425632","Gold","Free hotel meal","F","Mid","Solo","3","0.50000000000000000000","Last-minute","Mid","Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"425653","Casual web searcher","No perks","M","Young","No traveller","0","0","Last-minute","Low","Low","Low","",""
"425953","Silver","Free checked bag","F","Mid","Couple","4","0.00000000000000000000","Medium-term","Mid","Mid","Medium","0.25000000000000000000","0.25000000000000000000"
"425966","Bronze","No cancellation fees","F","Senior","Solo","2","0.50000000000000000000","Medium-term","Mid","Mid","Low","0.00000000000000000000","0.00000000000000000000"
"426478","Bronze","No cancellation fees","F","Young","Solo","2","0.00000000000000000000","Long-term","Mid","Mid","Low","0.00000000000000000000","1.00000000000000000000"
"427426","Silver","Free checked bag","F","Mid","Solo","3","0.33333333333333333333","Medium-term","Mid","Lower Mid","Medium","0.00000000000000000000","0.00000000000000000000"
"427506","Gold","Free hotel meal","F","Senior","Solo","3","0.66666666666666666667","Last-minute","Mid","Mid","Medium","0.33333333333333333333","0.33333333333333333333"
